condition,model,label,chrom,seg_start,seg_end,bead_start,bead_end,radial_dist
WT,model_0009,t(6;19),chr6,0,170805979,52700000,53100000,6.560390627706555
WT,model_0009,t(6;19),chr6,0,170805979,53100000,53950000,6.160924116810724
WT,model_0009,t(6;19),chr6,0,170805979,53950000,54700000,6.089982735566662
WT,model_0009,t(6;19),chr6,0,170805979,54700000,55250000,5.768287851277882
WT,model_0009,t(6;19),chr6,0,170805979,55250000,55950000,5.45203101367738
WT,model_0009,t(6;19),chr6,0,170805979,55950000,56300000,5.745197485596122
WT,model_0009,t(6;19),chr6,0,170805979,56300000,56600000,5.673431073750698
WT,model_0009,t(6;19),chr6,0,170805979,56600000,56900000,5.371283436023462
WT,model_0009,t(6;19),chr6,0,170805979,56900000,57350000,5.04613994749452
WT,model_0009,t(6;19),chr6,0,170805979,57350000,57950000,5.038902613327628
WT,model_0009,t(6;19),chr6,0,170805979,57950000,60525000,4.916083183165232
WT,model_0009,t(6;19),chr6,0,170805979,60525000,62850000,4.536751559750655
WT,model_0009,t(6;19),chr6,0,170805979,62850000,63300000,4.436329145442209
WT,model_0009,t(6;19),chr6,0,170805979,63300000,63850000,4.317825053959458
WT,model_0009,t(6;19),chr6,0,170805979,63850000,64350000,4.163677101061032
WT,model_0009,t(6;19),chr6,0,170805979,64350000,64750000,3.909761373280983
WT,model_0009,t(6;19),chr6,0,170805979,64750000,65550000,4.040059195036627
WT,model_0009,t(6;19),chr6,0,170805979,65550000,66550000,3.85990148182567
WT,model_0009,t(6;19),chr6,0,170805979,66550000,67050000,3.712152484341127
WT,model_0009,t(6;19),chr6,0,170805979,67050000,68550000,3.5602510770028566
WT,model_0009,t(6;19),chr6,0,170805979,68550000,69000000,3.523520069731404
WT,model_0009,t(6;19),chr6,0,170805979,69000000,69650000,3.5376191017547383
WT,model_0009,t(6;19),chr6,0,170805979,69650000,70200000,3.6476778561983787
WT,model_0009,t(6;19),chr6,0,170805979,70200000,71000000,3.317323267470326
WT,model_0009,t(6;19),chr6,0,170805979,71000000,71550000,3.4124072482340084
WT,model_0009,t(6;19),chr6,0,170805979,71550000,72400000,3.2496186754294722
WT,model_0009,t(6;19),chr6,0,170805979,72400000,73850000,3.029445542752007
WT,model_0009,t(6;19),chr6,0,170805979,73850000,74400000,3.1603731448991907
WT,model_0009,t(6;19),chr6,0,170805979,74400000,75250000,3.4460682667933322
WT,model_0009,t(6;19),chr6,0,170805979,75250000,75900000,3.500294117942091
WT,model_0009,t(6;19),chr6,0,170805979,75900000,76650000,3.2988880773527316
WT,model_0009,t(6;19),chr6,0,170805979,76650000,77500000,3.2187901587553047
WT,model_0009,t(6;19),chr6,0,170805979,77500000,78850000,3.1593080354406724
WT,model_0009,t(6;19),chr6,0,170805979,78850000,80100000,3.4332626976973377
WT,model_0009,t(6;19),chr6,0,170805979,80100000,80750000,3.247568532497659
WT,model_0009,t(6;19),chr6,0,170805979,80750000,81200000,2.9592290316210743
WT,model_0009,t(6;19),chr6,0,170805979,81200000,82275000,2.585085942444661
WT,model_0009,t(6;19),chr6,0,170805979,82275000,83050000,2.6782105029336285
WT,model_0009,t(6;19),chr6,0,170805979,83050000,83550000,2.9853466411684924
WT,model_0009,t(6;19),chr6,0,170805979,83550000,84250000,3.343268965267527
WT,model_0009,t(6;19),chr6,0,170805979,84250000,85000000,3.6771798769845345
WT,model_0009,t(6;19),chr6,0,170805979,85000000,85700000,3.927155920080714
WT,model_0009,t(6;19),chr6,0,170805979,85700000,86200000,4.144886057951412
WT,model_0009,t(6;19),chr6,0,170805979,86200000,87050000,4.200858273793583
WT,model_0009,t(6;19),chr6,0,170805979,87050000,87900000,4.010603301424862
WT,model_0009,t(6;19),chr6,0,170805979,87900000,88500000,3.8075125255736193
WT,model_0009,t(6;19),chr6,0,170805979,88500000,88900000,3.642310624315285
WT,model_0009,t(6;19),chr6,0,170805979,88900000,89350000,4.0420041263957165
WT,model_0009,t(6;19),chr6,0,170805979,89350000,89875000,4.353762663937942
WT,model_0009,t(6;19),chr6,0,170805979,89875000,90550000,4.477306119353467
WT,model_0009,t(6;19),chr6,0,170805979,90550000,91050000,4.1894295479695085
WT,model_0009,t(6;19),chr6,0,170805979,91050000,91450000,4.1795089715061025
WT,model_0009,t(6;19),chr6,0,170805979,91450000,92000000,4.375482918501683
WT,model_0009,t(6;19),chr6,0,170805979,92000000,92800000,4.625524791080467
WT,model_0009,t(6;19),chr6,0,170805979,92800000,93450000,4.652067052708935
WT,model_0009,t(6;19),chr6,0,170805979,93450000,94300000,4.874861474760078
WT,model_0009,t(6;19),chr6,0,170805979,94300000,95350000,5.272002645959124
WT,model_0009,t(6;19),chr6,0,170805979,95350000,95950000,5.135416141239189
WT,model_0009,t(6;19),chr6,0,170805979,95950000,96550000,5.2171811153054675
WT,model_0009,t(6;19),chr6,0,170805979,96550000,97100000,5.157890322040592
WT,model_0009,t(6;19),chr6,0,170805979,97100000,97450000,5.417491558738233
WT,model_0009,t(6;19),chr6,0,170805979,97450000,98150000,5.2781333957564955
WT,model_0009,t(6;19),chr6,0,170805979,98150000,98750000,5.246134996757136
WT,model_0009,t(6;19),chr6,0,170805979,98750000,99300000,5.177315209507723
WT,model_0009,t(6;19),chr6,0,170805979,99300000,99850000,4.996265196684419
WT,model_0009,t(6;19),chr6,0,170805979,99850000,100700000,4.914027461390504
WT,model_0009,t(6;19),chr6,0,170805979,100700000,101400000,5.00152119824559
WT,model_0009,t(6;19),chr6,0,170805979,101400000,102100000,4.909331640816803
WT,model_0009,t(6;19),chr6,0,170805979,102100000,102650000,5.065072030408353
WT,model_0009,t(6;19),chr6,0,170805979,102650000,103300000,5.118918716887386
WT,model_0009,t(6;19),chr6,0,170805979,103300000,103800000,4.933257784813296
WT,model_0009,t(6;19),chr6,0,170805979,103800000,104500000,5.167560709751169
WT,model_0009,t(6;19),chr6,0,170805979,104500000,105450000,5.150663163069392
WT,model_0009,t(6;19),chr6,0,170805979,105450000,106300000,4.984797860485418
WT,model_0009,t(6;19),chr6,0,170805979,106300000,107000000,5.034339262812947
WT,model_0009,t(6;19),chr6,0,170805979,107000000,108050000,4.727002343314418
WT,model_0009,t(6;19),chr6,0,170805979,108050000,108500000,4.470827705883553
WT,model_0009,t(6;19),chr6,0,170805979,108500000,109100000,4.269344974473719
WT,model_0009,t(6;19),chr6,0,170805979,109100000,109500000,4.210038872860439
WT,model_0009,t(6;19),chr6,0,170805979,109500000,110050000,4.424386426625052
WT,model_0009,t(6;19),chr6,0,170805979,110050000,110450000,4.526046172466649
WT,model_0009,t(6;19),chr6,0,170805979,110450000,111000000,4.336294228128438
WT,model_0009,t(6;19),chr6,0,170805979,111000000,111650000,4.049562463390335
WT,model_0009,t(6;19),chr6,0,170805979,111650000,112100000,3.656704445877462
WT,model_0009,t(6;19),chr6,0,170805979,112100000,112800000,3.632011237578981
WT,model_0009,t(6;19),chr6,0,170805979,112800000,113300000,4.020414250621445
WT,model_0009,t(6;19),chr6,0,170805979,113300000,113950000,4.187556095301889
WT,model_0009,t(6;19),chr6,0,170805979,113950000,114700000,4.5320420313474585
WT,model_0009,t(6;19),chr6,0,170805979,114700000,115250000,4.780047351460024
WT,model_0009,t(6;19),chr6,0,170805979,115250000,115950000,4.8089632997040015
WT,model_0009,t(6;19),chr6,0,170805979,115950000,116700000,4.437553465953959
WT,model_0009,t(6;19),chr6,0,170805979,116700000,117300000,4.36581664943685
WT,model_0009,t(6;19),chr6,0,170805979,117300000,117700000,4.314139975777327
WT,model_0009,t(6;19),chr6,0,170805979,117700000,118250000,4.323104121265182
WT,model_0009,t(6;19),chr6,0,170805979,118250000,118900000,4.661316227000695
WT,model_0009,t(6;19),chr6,0,170805979,118900000,119750000,4.813211796399573
WT,model_0009,t(6;19),chr6,0,170805979,119750000,120400000,5.089466041727756
WT,model_0009,t(6;19),chr6,0,170805979,120400000,120950000,5.435942802587238
WT,model_0009,t(6;19),chr6,0,170805979,120950000,121400000,5.679387507962456
WT,model_0009,t(6;19),chr6,0,170805979,121400000,122050000,5.403969304520521
WT,model_0009,t(6;19),chr6,0,170805979,122050000,122350000,5.519021873393871
WT,model_0009,t(6;19),chr6,0,170805979,122350000,122850000,5.882707967756007
WT,model_0009,t(6;19),chr6,0,170805979,122850000,123350000,5.7732702419079605
WT,model_0009,t(6;19),chr6,0,170805979,123350000,123750000,5.58641012605591
WT,model_0009,t(6;19),chr6,0,170805979,123750000,124400000,5.204590365629172
WT,model_0009,t(6;19),chr6,0,170805979,124400000,124850000,4.829289400864273
WT,model_0009,t(6;19),chr6,0,170805979,124850000,125300000,4.761650414688168
WT,model_0009,t(6;19),chr6,0,170805979,125300000,125750000,4.937570131005736
WT,model_0009,t(6;19),chr6,0,170805979,125750000,126350000,4.75613842847325
WT,model_0009,t(6;19),chr6,0,170805979,126350000,127200000,4.424281834795337
WT,model_0009,t(6;19),chr6,0,170805979,127200000,128750000,4.032830241418551
WT,model_0009,t(6;19),chr6,0,170805979,128750000,129450000,3.8253572172412866
WT,model_0009,t(6;19),chr6,0,170805979,129450000,130050000,4.048220121707811
WT,model_0009,t(6;19),chr6,0,170805979,130050000,130850000,4.373308946084189
WT,model_0009,t(6;19),chr6,0,170805979,130850000,131150000,4.329372617250679
WT,model_0009,t(6;19),chr6,0,170805979,131150000,131650000,4.559753886932934
WT,model_0009,t(6;19),chr6,0,170805979,131650000,132850000,4.687239199934221
WT,model_0009,t(6;19),chr6,0,170805979,132850000,133550000,4.540288652596881
WT,model_0009,t(6;19),chr6,0,170805979,133550000,134150000,4.935556817432052
WT,model_0009,t(6;19),chr6,0,170805979,134150000,135000000,5.000434884947508
WT,model_0009,t(6;19),chr6,0,170805979,135000000,135450000,4.9816346433073555
WT,model_0009,t(6;19),chr6,0,170805979,135450000,136250000,5.153897757503538
WT,model_0009,t(6;19),chr6,0,170805979,136250000,137650000,5.263911143275502
WT,model_0009,t(6;19),chr6,0,170805979,137650000,138000000,5.459468944457877
WT,model_0009,t(6;19),chr6,0,170805979,138000000,138800000,5.584071021656154
WT,model_0009,t(6;19),chr6,0,170805979,138800000,139350000,5.542779562791578
WT,model_0009,t(6;19),chr6,0,170805979,139350000,139900000,5.170406185803974
WT,model_0009,t(6;19),chr6,0,170805979,139900000,140950000,5.0357948202940115
WT,model_0009,t(6;19),chr6,0,170805979,140950000,141600000,4.7486574589561625
WT,model_0009,t(6;19),chr6,0,170805979,141600000,142150000,4.5405253227352445
WT,model_0009,t(6;19),chr6,0,170805979,142150000,142550000,4.352812106696084
WT,model_0009,t(6;19),chr6,0,170805979,142550000,143500000,4.061419959841632
WT,model_0009,t(6;19),chr6,0,170805979,143500000,144050000,3.7663881073199295
WT,model_0009,t(6;19),chr6,0,170805979,144050000,144550000,3.3907983560673434
WT,model_0009,t(6;19),chr6,0,170805979,144550000,145250000,3.5652082738039303
WT,model_0009,t(6;19),chr6,0,170805979,145250000,145950000,3.9008296645713716
WT,model_0009,t(6;19),chr6,0,170805979,145950000,146800000,3.889473060653461
WT,model_0009,t(6;19),chr6,0,170805979,146800000,147400000,4.180745480992116
WT,model_0009,t(6;19),chr6,0,170805979,147400000,148150000,4.568971178988111
WT,model_0009,t(6;19),chr6,0,170805979,148150000,148550000,4.802462702120236
WT,model_0009,t(6;19),chr6,0,170805979,148550000,149000000,4.789712584151162
WT,model_0009,t(6;19),chr6,0,170805979,149000000,149500000,4.497807007379151
WT,model_0009,t(6;19),chr6,0,170805979,149500000,150050000,4.667586078201879
WT,model_0009,t(6;19),chr6,0,170805979,150050000,150400000,4.29398132423745
WT,model_0009,t(6;19),chr6,0,170805979,150400000,150850000,4.5736910213993465
WT,model_0009,t(6;19),chr6,0,170805979,150850000,151400000,4.336011446548545
WT,model_0009,t(6;19),chr6,0,170805979,151400000,152300000,4.0768351462132975
WT,model_0009,t(6;19),chr6,0,170805979,152300000,153000000,3.703763076196964
WT,model_0009,t(6;19),chr6,0,170805979,153000000,154150000,3.8130770467038824
WT,model_0009,t(6;19),chr6,0,170805979,154150000,154650000,3.8806507788514026
WT,model_0009,t(6;19),chr6,0,170805979,154650000,155300000,4.104865852448774
WT,model_0009,t(6;19),chr6,0,170805979,155300000,156550000,3.9875458622315554
WT,model_0009,t(6;19),chr6,0,170805979,156550000,157300000,3.9297944990037332
WT,model_0009,t(6;19),chr6,0,170805979,157300000,158150000,3.8907290732971886
WT,model_0009,t(6;19),chr6,0,170805979,158150000,158650000,4.246063783717809
WT,model_0009,t(6;19),chr6,0,170805979,158650000,159150000,4.604030130885331
WT,model_0009,t(6;19),chr6,0,170805979,159150000,159650000,4.728855173559452
WT,model_0009,t(6;19),chr6,0,170805979,159650000,160100000,4.759334924818803
WT,model_0009,t(6;19),chr6,0,170805979,160100000,160700000,4.909789488980154
WT,model_0009,t(6;19),chr6,0,170805979,160700000,161400000,4.602990855280944
WT,model_0009,t(6;19),chr6,0,170805979,161400000,161700000,4.618978827489903
WT,model_0009,t(6;19),chr6,0,170805979,161700000,162850000,4.551904493077595
WT,model_0009,t(6;19),chr6,0,170805979,162850000,163400000,4.177404617929654
WT,model_0009,t(6;19),chr6,0,170805979,163400000,164100000,3.839191558205972
WT,model_0009,t(6;19),chr6,0,170805979,164100000,164950000,3.458913604197133
WT,model_0009,t(6;19),chr6,0,170805979,164950000,165300000,3.6353279610098457
WT,model_0009,t(6;19),chr6,0,170805979,165300000,165850000,4.018400820537941
WT,model_0009,t(6;19),chr6,0,170805979,165850000,166250000,3.8431929560062423
WT,model_0009,t(6;19),chr6,0,170805979,166250000,166750000,3.6688572561630144
WT,model_0009,t(6;19),chr6,0,170805979,166750000,167150000,3.9328057949867037
WT,model_0009,t(6;19),chr6,0,170805979,167150000,167950000,4.296031185933827
WT,model_0009,t(6;19),chr6,0,170805979,167950000,168400000,4.622814113351304
WT,model_0009,t(6;19),chr6,0,170805979,168400000,168875000,4.684402334739834
WT,model_0009,t(6;19),chr6,0,170805979,168875000,170805979,4.817607373292265
WT,model_0009,t(6;19),chr19,0,31900000,0,1250000,2.392869320397585
WT,model_0009,t(6;19),chr19,0,31900000,1250000,1850000,2.68483762555578
WT,model_0009,t(6;19),chr19,0,31900000,1850000,2800000,2.966380888490215
WT,model_0009,t(6;19),chr19,0,31900000,2800000,3650000,3.3044359703283708
WT,model_0009,t(6;19),chr19,0,31900000,3650000,4250000,3.553416682068119
WT,model_0009,t(6;19),chr19,0,31900000,4250000,5050000,3.37740209862551
WT,model_0009,t(6;19),chr19,0,31900000,5050000,5600000,3.611606151077385
WT,model_0009,t(6;19),chr19,0,31900000,5600000,6400000,3.8427088033963748
WT,model_0009,t(6;19),chr19,0,31900000,6400000,6900000,3.722252646180804
WT,model_0009,t(6;19),chr19,0,31900000,6900000,7350000,3.8481550377656304
WT,model_0009,t(6;19),chr19,0,31900000,7350000,7850000,3.698208703510931
WT,model_0009,t(6;19),chr19,0,31900000,7850000,8300000,3.458643553111682
WT,model_0009,t(6;19),chr19,0,31900000,8300000,8650000,3.128720092009031
WT,model_0009,t(6;19),chr19,0,31900000,8650000,9850000,3.325821318504198
WT,model_0009,t(6;19),chr19,0,31900000,9850000,10400000,3.058504636122692
WT,model_0009,t(6;19),chr19,0,31900000,10400000,10900000,2.6918886731930427
WT,model_0009,t(6;19),chr19,0,31900000,10900000,11600000,2.5067676988498557
WT,model_0009,t(6;19),chr19,0,31900000,11600000,12650000,2.396815134328261
WT,model_0009,t(6;19),chr19,0,31900000,12650000,13150000,2.6598296649389037
WT,model_0009,t(6;19),chr19,0,31900000,13150000,14550000,2.4956933451696344
WT,model_0009,t(6;19),chr19,0,31900000,14550000,15100000,2.1862258164565254
WT,model_0009,t(6;19),chr19,0,31900000,15100000,15550000,2.3993719691002475
WT,model_0009,t(6;19),chr19,0,31900000,15550000,16200000,2.07874002179782
WT,model_0009,t(6;19),chr19,0,31900000,16200000,16550000,2.176720980705612
WT,model_0009,t(6;19),chr19,0,31900000,16550000,17400000,1.8625043036527458
WT,model_0009,t(6;19),chr19,0,31900000,17400000,18000000,2.066054148317996
WT,model_0009,t(6;19),chr19,0,31900000,18000000,18450000,1.9256913288585478
WT,model_0009,t(6;19),chr19,0,31900000,18450000,19050000,1.94825026186114
WT,model_0009,t(6;19),chr19,0,31900000,19050000,19650000,2.014396078179264
WT,model_0009,t(6;19),chr19,0,31900000,19650000,21200000,2.39860809420818
WT,model_0009,t(6;19),chr19,0,31900000,21200000,21500000,2.7115883528192475
WT,model_0009,t(6;19),chr19,0,31900000,21500000,22000000,3.100353352179877
WT,model_0009,t(6;19),chr19,0,31900000,22000000,22550000,3.145878656925915
WT,model_0009,t(6;19),chr19,0,31900000,22550000,23150000,2.914776426397743
WT,model_0009,t(6;19),chr19,0,31900000,23150000,29600000,3.1648413555974653
WT,model_0009,t(6;19),chr19,0,31900000,29600000,30100000,3.436168434861132
WT,model_0009,t(6;19),chr19,0,31900000,30100000,30650000,3.5896030715092997
WT,model_0009,t(6;19),chr19,0,31900000,30650000,32300000,3.624012596017602
WT,model_0009,t(2;10),chr2,0,131700000,0,650000,5.205665008654034
WT,model_0009,t(2;10),chr2,0,131700000,650000,1850000,5.458467687607576
WT,model_0009,t(2;10),chr2,0,131700000,1850000,3700000,5.1225176966164785
WT,model_0009,t(2;10),chr2,0,131700000,3700000,4750000,4.87979271236238
WT,model_0009,t(2;10),chr2,0,131700000,4750000,5350000,5.038817240873199
WT,model_0009,t(2;10),chr2,0,131700000,5350000,5950000,4.963456799147144
WT,model_0009,t(2;10),chr2,0,131700000,5950000,6350000,5.18765436876822
WT,model_0009,t(2;10),chr2,0,131700000,6350000,6800000,5.268849771952129
WT,model_0009,t(2;10),chr2,0,131700000,6800000,7100000,4.892328484259822
WT,model_0009,t(2;10),chr2,0,131700000,7100000,7650000,4.841836114419818
WT,model_0009,t(2;10),chr2,0,131700000,7650000,8750000,4.744176355417239
WT,model_0009,t(2;10),chr2,0,131700000,8750000,9450000,4.88316670824374
WT,model_0009,t(2;10),chr2,0,131700000,9450000,10050000,5.123354384229145
WT,model_0009,t(2;10),chr2,0,131700000,10050000,10700000,5.1415057415298095
WT,model_0009,t(2;10),chr2,0,131700000,10700000,11150000,4.777237836333879
WT,model_0009,t(2;10),chr2,0,131700000,11150000,11800000,4.773204612696171
WT,model_0009,t(2;10),chr2,0,131700000,11800000,13050000,4.725126523454055
WT,model_0009,t(2;10),chr2,0,131700000,13050000,14400000,5.078941166176667
WT,model_0009,t(2;10),chr2,0,131700000,14400000,14950000,5.269850739156091
WT,model_0009,t(2;10),chr2,0,131700000,14950000,15600000,5.07578335849049
WT,model_0009,t(2;10),chr2,0,131700000,15600000,16500000,4.807451340349583
WT,model_0009,t(2;10),chr2,0,131700000,16500000,17400000,5.131466056005594
WT,model_0009,t(2;10),chr2,0,131700000,17400000,17750000,5.048613402499839
WT,model_0009,t(2;10),chr2,0,131700000,17750000,18400000,4.699250796722921
WT,model_0009,t(2;10),chr2,0,131700000,18400000,18850000,4.324484293801516
WT,model_0009,t(2;10),chr2,0,131700000,18850000,19350000,4.1184279257353635
WT,model_0009,t(2;10),chr2,0,131700000,19350000,19900000,3.8141020230434317
WT,model_0009,t(2;10),chr2,0,131700000,19900000,20350000,3.476445954019852
WT,model_0009,t(2;10),chr2,0,131700000,20350000,20650000,3.157806092353361
WT,model_0009,t(2;10),chr2,0,131700000,20650000,21075000,2.85662559429898
WT,model_0009,t(2;10),chr2,0,131700000,21075000,22350000,2.639660687556073
WT,model_0009,t(2;10),chr2,0,131700000,22350000,22850000,2.580260406211745
WT,model_0009,t(2;10),chr2,0,131700000,22850000,23200000,2.8461144276232115
WT,model_0009,t(2;10),chr2,0,131700000,23200000,23800000,3.245756649840527
WT,model_0009,t(2;10),chr2,0,131700000,23800000,24400000,3.1261183319063597
WT,model_0009,t(2;10),chr2,0,131700000,24400000,24850000,3.0702960278937272
WT,model_0009,t(2;10),chr2,0,131700000,24850000,25250000,3.3477697813882004
